node2vec_time,node2vec_memory,precomp_time,precomp_memory,SparseOTF_time,SparseOTF_memory,DenseOTF_time,DenseOTF_memory
8.353455782,0.071882248,0.004677057,0.007000923,0.003144979,0.007000923,0.566782951,0.143507004
9.263707161,0.070737839,0.003806829,0.007000923,0.002919912,0.007000923,0.581598997,0.140684128
8.981317997,0.071356773,0.003829956,0.007000923,0.003916025,0.007000923,0.60452795,0.139965057
9.171414137,0.072007179,0.003045797,0.007000923,0.002835989,0.007000923,0.557816744,0.119690895
9.769839287,0.07174778,0.003909111,0.007000923,0.002769232,0.007000923,0.564140081,0.119432449
8.05663085,0.071134567,0.003240108,0.007000923,0.003636837,0.007000923,0.565839767,0.119316101
8.926056147,0.071270943,0.003898859,0.007000923,0.00308609,0.007000923,0.576271057,0.11929512
9.43762207,0.071950912,0.003906965,0.007000923,0.004033089,0.007000923,0.659476995,0.141447067
11.24258518,0.071710587,0.003027916,0.006997108,0.002986908,0.007000923,0.910453081,0.138877869
9.348712921,0.071630478,0.004016161,0.007000923,0.003017902,0.007000923,1.146233082,0.140445709
10.3008759,0.072174072,0.003201723,0.007000923,0.003902912,0.007000923,0.58491993,0.14033699
7.681221724,0.070914268,0.002985239,0.007000923,0.002934933,0.007000923,0.554951191,0.139835358
9.319072008,0.071943283,0.003485918,0.007000923,0.002976418,0.007000923,0.554893017,0.140306473
7.541746855,0.069815636,0.003405094,0.007000923,0.003092051,0.007000923,0.552659988,0.119548798
7.558109283,0.071056366,0.003544092,0.007000923,0.003005981,0.007000923,0.556417942,0.141692162
7.657300949,0.069190025,0.003064156,0.007000923,0.00281024,0.006997108,0.559016943,0.140314102
8.083352089,0.071148872,0.002946138,0.007000923,0.003257751,0.007000923,0.569562912,0.139810562
7.691625118,0.06969738,0.003603935,0.007000923,0.002886057,0.007000923,0.562808037,0.139618874
7.528765917,0.071707726,0.003761292,0.007000923,0.00322032,0.007000923,0.559894085,0.119932175
7.900706053,0.070593834,0.003631115,0.007000923,0.002984762,0.007000923,0.553811073,0.119522095
7.456819057,0.071157455,0.004349232,0.007000923,0.002769232,0.007000923,0.563298941,0.122404099
7.518980265,0.070605278,0.003669024,0.007000923,0.002729893,0.007000923,0.55590415,0.140562057
10.32159901,0.071943283,0.002954006,0.007000923,0.002937078,0.007000923,0.605573177,0.142074585
8.649947166,0.071399689,0.003563166,0.007000923,0.002953053,0.007000923,0.582409859,0.140298843
7.650530815,0.07076931,0.00365591,0.007000923,0.002749205,0.007000923,0.559868097,0.139839172
7.586317062,0.071334839,0.004009008,0.007000923,0.002902985,0.007000923,0.567263126,0.119181633
7.545128107,0.070063591,0.00287509,0.007000923,0.003201962,0.007000923,0.559036255,0.139410019
7.733192921,0.071576118,0.003395081,0.007000923,0.003476858,0.007000923,0.553948879,0.120702744
7.599562168,0.072387695,0.002710104,0.007000923,0.005096197,0.007000923,0.553817034,0.140697479
7.473556995,0.069670677,0.003585815,0.007000923,0.002854109,0.007000923,0.542569876,0.119329453
10.41834497,0.072673798,0.003603935,0.007000923,0.003265858,0.007000923,0.563077927,0.141487122
7.625630856,0.071139336,0.003093958,0.007000923,0.002893209,0.007000923,0.550802231,0.139305115
7.525445938,0.070014,0.004046917,0.007000923,0.002833128,0.007000923,0.551592827,0.140413284
7.702746868,0.071310997,0.003529072,0.007000923,0.002850056,0.007000923,0.565370798,0.119631767
7.708754778,0.070876122,0.003859997,0.007000923,0.003028154,0.007000923,0.56221199,0.142134666
7.713891029,0.071287155,0.003749132,0.007000923,0.00356698,0.007000923,0.932116985,0.139806747
10.05580187,0.072137833,0.003127813,0.007000923,0.003073692,0.007000923,2.122601032,0.119529724
26.10628009,0.076461792,0.005182981,0.007000923,0.00563097,0.007000923,1.251250744,0.140350342
17.28688502,0.072686195,0.00573802,0.007000923,0.004171133,0.007000923,0.839132071,0.140575409
11.51876283,0.070502281,0.006733179,0.007000923,0.004720211,0.007000923,0.725367069,0.142709732
11.53898787,0.072990417,0.003895044,0.007000923,0.003754139,0.007000923,0.691895008,0.142529488
12.38711882,0.072066307,0.004493713,0.007000923,0.003968,0.007000923,0.722775936,0.141695023
14.41767287,0.071278572,0.004009962,0.007000923,0.003677845,0.007000923,0.779839039,0.162022591
12.17358589,0.072245598,0.007414103,0.007000923,0.004131079,0.007000923,0.869405031,0.139911652
15.91802621,0.072669983,0.003192902,0.007000923,0.003305912,0.007000923,0.679563761,0.145378113
8.979302883,0.072989464,0.003537893,0.007000923,0.003179073,0.007000923,0.629792213,0.14141655
8.983767033,0.071378708,0.003577948,0.007000923,0.003170967,0.007000923,0.584114075,0.120632172
8.612192154,0.070724487,0.003288031,0.007000923,0.002985239,0.007000923,0.632200241,0.141105652
9.055416822,0.071162224,0.002775192,0.007000923,0.003759861,0.007000923,0.606756926,0.122852325
8.111764908,0.071286201,0.002880096,0.007000923,0.003524065,0.007000923,1.745519876,0.138874054
