node2vec_time,node2vec_memory,precomp_time,precomp_memory,SparseOTF_time,SparseOTF_memory,DenseOTF_time,DenseOTF_memory
9.093672991,0.077334404,0.004418135,0.007000923,0.002975941,0.007000923,0.576924324,0.161460876
9.904536009,0.071498871,0.003529072,0.007000923,0.002795935,0.007000923,0.63166213,0.160474777
8.707133055,0.073945999,0.004077911,0.007000923,0.002864122,0.007000923,0.577666998,0.160289764
8.629649878,0.072615623,0.003306627,0.007000923,0.006181002,0.007000923,0.610100031,0.139519691
8.67522192,0.074224472,0.00350523,0.007000923,0.003488064,0.007000923,0.790012121,0.141720772
12.58547902,0.07167244,0.003149748,0.007000923,0.003046989,0.007000923,0.671066999,0.161330223
7.866489887,0.07032299,0.002794027,0.007000923,0.003552914,0.007000923,0.567847729,0.139166832
8.38488698,0.072095871,0.003364801,0.007000923,0.002859116,0.007000923,0.551867962,0.120833397
11.20865822,0.071603775,0.003926039,0.007000923,0.003976822,0.007000923,0.557502031,0.142841339
7.75023365,0.07068634,0.003144979,0.007000923,0.003203869,0.007000923,0.558351994,0.142474174
9.494556904,0.072032928,0.003163099,0.007000923,0.003087997,0.007000923,0.623487949,0.142399788
8.347733021,0.070815086,0.004220009,0.007000923,0.003279209,0.007000923,0.560293913,0.140318871
8.221439123,0.070493698,0.003646135,0.007000923,0.003020048,0.007000923,0.596701145,0.161618233
10.5016191,0.070776939,0.004029989,0.006997108,0.003106833,0.007000923,0.598441839,0.139262199
8.071326017,0.070478439,0.002946138,0.007000923,0.003033638,0.007000923,0.635730743,0.142132759
13.01074266,0.07151413,0.003140926,0.007000923,0.002982855,0.007000923,0.694341898,0.142842293
8.659862757,0.070139885,0.003715992,0.007000923,0.002923012,0.007000923,0.654340982,0.122218132
7.742392063,0.070669174,0.003006935,0.007000923,0.002991199,0.007000923,0.580361128,0.14006424
8.648572206,0.072008133,0.003489017,0.007000923,0.003396034,0.007000923,0.572541952,0.141524315
9.480859756,0.071364403,0.002863646,0.007000923,0.003044844,0.007000923,0.914891005,0.144242287
12.05803514,0.072250366,0.003369331,0.007000923,0.004453182,0.007000923,0.743604898,0.160950661
12.91340685,0.072151184,0.003430843,0.007000923,0.003162861,0.007000923,0.647908211,0.160428047
8.444179058,0.074588776,0.003889799,0.007000923,0.002833128,0.007000923,0.625056028,0.138949394
9.972091913,0.071971893,0.003098965,0.007000923,0.002974272,0.007000923,0.776787043,0.119198799
9.616788864,0.071623802,0.004220963,0.007000923,0.003012896,0.007000923,0.586485863,0.140763283
11.47390485,0.071671486,0.003530025,0.007000923,0.003965378,0.007000923,0.629585981,0.119978905
11.07626891,0.071507454,0.003963947,0.007000923,0.003209114,0.007000923,0.567872763,0.140089989
10.22072196,0.071237564,0.003911018,0.007000923,0.003291845,0.007000923,0.583165884,0.138581276
8.807880878,0.071458817,0.00352788,0.007000923,0.002882719,0.007000923,0.664803028,0.1615839
9.234899998,0.071745872,0.003192186,0.007000923,0.002845049,0.007000923,0.606920004,0.139540672
9.796585083,0.076198578,0.004157066,0.007000923,0.003064871,0.007000923,0.763399124,0.162600517
9.434139013,0.071665764,0.002966881,0.007000923,0.002774,0.007000923,0.627294064,0.119379044
11.29994798,0.071640968,0.003097057,0.007000923,0.003010035,0.007000923,0.559831142,0.140829086
11.73873997,0.070998192,0.003200769,0.007000923,0.002824783,0.007000923,0.746848106,0.139009476
11.13201523,0.072761536,0.00363183,0.007000923,0.003859043,0.007000923,0.666885138,0.141475677
8.886703253,0.071880341,0.002909184,0.007000923,0.002812862,0.007000923,0.664971828,0.142226219
7.991164923,0.071687698,0.003504753,0.007000923,0.003054142,0.007000923,0.801096916,0.160276413
8.867603064,0.071448326,0.002925158,0.007000923,0.002967119,0.007000923,0.567615986,0.118753433
9.51042819,0.076590538,0.003416061,0.007000923,0.002814054,0.007000923,0.621095896,0.140253067
8.970187187,0.071944237,0.003124237,0.007000923,0.003198147,0.007000923,0.788365841,0.160842896
8.072920799,0.070776939,0.00276804,0.007000923,0.00297904,0.007000923,0.558558941,0.140666962
8.250200987,0.075873375,0.003459215,0.007000923,0.003415108,0.007000923,0.628668785,0.140221596
8.729652882,0.070578575,0.002900124,0.007000923,0.002941847,0.007000923,0.602116108,0.14185524
12.12638307,0.071997643,0.003017902,0.007000923,0.003091097,0.007000923,0.612785816,0.140194893
9.150075197,0.075979233,0.003597975,0.007000923,0.002886057,0.007000923,0.830361128,0.15991497
9.123417139,0.072227478,0.003054142,0.007000923,0.003118038,0.007000923,0.58473587,0.119115829
9.725712061,0.070960045,0.003072739,0.007000923,0.003292084,0.007000923,0.60363102,0.142375946
9.269653082,0.071270943,0.002987862,0.007000923,0.003386974,0.007000923,0.582600832,0.139591217
9.753900051,0.071476936,0.003381968,0.007000923,0.003053904,0.007000923,0.558858156,0.139736176
8.202152252,0.069966316,0.003409147,0.007000923,0.002957106,0.007000923,0.917466879,0.161449432
